"id","success","big_hit","backers_count"
1383270630,"YES","NO",61
56769524,"YES","NO",552
948434070,"NO","NO",9
743705792,"NO","NO",0
1870478994,"NO","NO",22
1827353383,"NO","NO",75
1222588790,"NO","NO",4
1837510727,"YES","YES",54
1021577930,"NO","NO",0
681044711,"YES","NO",2
1401680463,"NO","NO",248
1729004574,"NO","NO",3
745788330,"YES","NO",39
221197013,"NO","NO",4
1681424129,"YES","NO",261
589770769,"YES","NO",59
1888375640,"YES","NO",29
1361058610,"YES","YES",49
1313483235,"NO","NO",10
1681594809,"YES","NO",96
2025526518,"YES","NO",59
117094034,"NO","NO",2
1681583771,"NO","NO",22
1347484503,"NO","NO",3
232975515,"NO","NO",30
670786953,"NO","NO",2
3029682,"NO","NO",10
2024758573,"NO","NO",4
735133807,"YES","NO",99
1487182119,"NO","NO",1
2001899180,"NO","NO",4
1968634153,"NO","NO",54
1494663334,"NO","NO",5
163282625,"YES","NO",68
597947269,"NO","NO",1
1034658591,"NO","NO",0
1875295499,"YES","YES",86
1117315024,"YES","NO",114
1810106057,"NO","NO",42
1623898124,"YES","NO",67
927319735,"YES","YES",17
2054812192,"NO","NO",21
1997383109,"NO","NO",25
1000567557,"NO","NO",8
994593389,"YES","NO",192
1067201923,"NO","NO",0
1207758013,"NO","NO",31
1306983459,"NO","NO",1
2088908332,"NO","NO",31
476915086,"YES","NO",177
159067657,"YES","YES",544
587473963,"YES","NO",14
1701352571,"YES","NO",182
955778112,"NO","NO",14
2052516366,"NO","NO",5
1859296944,"NO","NO",29
238327237,"YES","NO",156
1841236414,"YES","YES",27
1596416242,"NO","NO",0
1561819897,"NO","NO",16
1253541535,"YES","YES",1447
361045268,"NO","NO",3
1767275045,"NO","NO",6
1999413766,"NO","NO",7
408802833,"NO","NO",3
1915370244,"NO","NO",2
1987343146,"YES","NO",46
395627662,"NO","NO",1
199651771,"YES","NO",34
2104590998,"NO","NO",9
108204048,"NO","NO",37
1505904439,"YES","NO",53
496420942,"NO","NO",23
2001936740,"NO","NO",0
251886397,"NO","NO",0
95599543,"NO","NO",2
1512939836,"NO","NO",19
1072422274,"NO","NO",0
975726275,"YES","NO",383
1228761568,"NO","NO",1
1245208676,"NO","NO",54
406256951,"YES","YES",1102
1502693956,"NO","NO",2
1490493967,"YES","NO",37
142482245,"NO","NO",9
1186770019,"NO","NO",7
194885851,"YES","YES",22
505354102,"NO","NO",17
1896220088,"YES","NO",1679
1473858747,"NO","NO",0
1273020463,"YES","YES",268
2122899976,"YES","NO",52
1872840385,"NO","NO",10
1354758758,"YES","NO",41
1148545328,"YES","YES",250
1541800901,"YES","YES",73
179760422,"YES","NO",100
1309059523,"NO","NO",1
264781939,"YES","YES",72
1557667451,"YES","YES",368
1091667103,"NO","NO",20
1048544338,"YES","NO",64
2011779549,"NO","NO",10
1361883169,"NO","NO",0
441836241,"NO","NO",1
1999366732,"NO","NO",3
1253571381,"YES","NO",18
980950395,"YES","NO",12
1163541613,"NO","NO",2
377522026,"YES","YES",27
546469467,"YES","YES",455
1302800354,"NO","NO",0
30067094,"NO","NO",1
1677718959,"NO","NO",0
1412505545,"NO","NO",17
2076117606,"YES","NO",2
2073602982,"NO","NO",11
1133150528,"NO","NO",19
2139325691,"NO","NO",0
2085518911,"YES","YES",17
1597113917,"YES","NO",42
482415531,"NO","NO",57
1553828433,"NO","NO",1
1276355720,"YES","NO",85
1318882610,"NO","NO",0
404974390,"NO","NO",401
1697064702,"YES","NO",36
1626001698,"NO","NO",5
1683916495,"NO","NO",13
345822231,"NO","NO",0
250290606,"YES","NO",70
566191153,"YES","NO",260
1589534456,"YES","YES",220
1336484153,"YES","NO",127
1314555196,"NO","NO",0
51826126,"NO","NO",1
1896119445,"NO","NO",5
511602910,"NO","NO",9
1620460603,"NO","NO",11
1953025800,"YES","YES",331
1817514428,"NO","NO",15
475393654,"YES","NO",173
763753268,"NO","NO",0
358703739,"YES","YES",79
1374129085,"NO","NO",9
404469425,"NO","NO",47
1261855792,"NO","NO",0
938877187,"NO","NO",11
1988548982,"YES","NO",127
1177131541,"YES","YES",30
1519523765,"YES","NO",42
234138204,"NO","NO",22
583695481,"YES","NO",33
784929346,"NO","NO",6
2001947338,"YES","YES",59
554026310,"NO","NO",66
986672853,"YES","NO",122
1810188247,"NO","NO",81
1467314054,"YES","NO",123
728776077,"NO","NO",0
1168463967,"YES","NO",101
554957168,"NO","NO",17
2131967608,"NO","NO",4
1354236853,"NO","NO",0
376495740,"YES","YES",2211
2091928204,"YES","YES",98
375709459,"YES","YES",10096
464697332,"NO","NO",16
1035917594,"NO","NO",15
1782980450,"NO","NO",16
979445525,"NO","NO",3
1613341577,"NO","NO",32
1479160471,"YES","YES",528
648875421,"YES","YES",696
1920404110,"YES","NO",35
435620863,"YES","NO",149
1217561577,"NO","NO",15
202258980,"NO","NO",0
1205567387,"YES","NO",18
1661968871,"NO","NO",3
646100979,"NO","NO",2
2043460629,"YES","NO",253
1038861021,"YES","YES",285
1501344208,"NO","NO",4
2019612312,"NO","NO",1
645506241,"YES","YES",250
1259764863,"NO","NO",18
236509628,"NO","NO",0
1277840248,"YES","NO",23
674492826,"NO","NO",1
1266833118,"NO","NO",13
553264126,"NO","NO",11
885708448,"NO","NO",1
1221761484,"YES","NO",37
558954349,"NO","NO",2
587591170,"NO","NO",62
2049980778,"NO","NO",4
410481458,"NO","NO",77
102891225,"YES","NO",663
194115412,"NO","NO",1
869939476,"NO","NO",0
4479874,"NO","NO",89
1278318961,"NO","NO",22
597541204,"YES","YES",158
693307879,"YES","NO",66
1584888580,"YES","NO",1017
348040313,"YES","YES",38
1231574666,"YES","NO",42
1413200235,"NO","NO",1
1114358486,"YES","NO",43
1510209651,"YES","YES",262
1260065674,"YES","YES",329
521434915,"NO","NO",55
833918173,"NO","NO",12
1191932476,"YES","NO",211
1425296263,"YES","NO",43
194256261,"NO","NO",20
1326877659,"YES","NO",62
891439666,"NO","NO",0
638107246,"NO","NO",123
1170471905,"NO","NO",0
204513514,"YES","NO",22
1606148635,"YES","NO",74
2136218722,"NO","NO",102
112448158,"YES","NO",197
1515749802,"YES","NO",11
1327442241,"YES","NO",64
1704137496,"YES","NO",118
1885535257,"YES","YES",25
1631582850,"YES","NO",117
1015940161,"NO","NO",7
1906553590,"NO","NO",3
1294089868,"YES","YES",101
804867857,"NO","NO",3
140477272,"YES","NO",105
1268058525,"YES","NO",191
1354441415,"NO","NO",23
1142464500,"NO","NO",25
1922923937,"NO","NO",8
129646467,"NO","NO",0
1576779235,"YES","NO",20
50869936,"NO","NO",6
1099235217,"NO","NO",14
551549154,"NO","NO",3
1940338472,"YES","YES",59
1819172925,"NO","NO",4
1312737590,"YES","NO",137
81505816,"NO","NO",0
474819228,"YES","NO",47
389344784,"NO","NO",9
2131487632,"NO","NO",2
2056188356,"YES","NO",35
1381717485,"NO","NO",1
785393132,"YES","YES",32
1813690509,"YES","NO",8
1278657437,"YES","NO",131
1593356750,"NO","NO",0
1020653179,"YES","NO",27
176903647,"YES","NO",31
1202066150,"NO","NO",6
1258159092,"YES","NO",98
1408083430,"YES","NO",87
840689423,"NO","NO",1
288304981,"NO","NO",10
326448865,"NO","NO",4
83816187,"NO","NO",9
1002089437,"YES","NO",76
1625365284,"NO","NO",88
1702097398,"NO","NO",11
401931027,"NO","NO",223
1739360546,"YES","YES",102
367457203,"NO","NO",67
123449996,"YES","NO",36
788995834,"NO","NO",49
1904399120,"NO","NO",10
634131864,"NO","NO",1
1398199059,"NO","NO",46
1168726476,"YES","NO",62
1531279255,"NO","NO",2
1009787158,"YES","NO",43
1484137401,"NO","NO",8
2059111349,"YES","NO",47
1564088652,"NO","NO",1
1295920727,"NO","NO",3
581825066,"NO","NO",5
316756482,"NO","NO",0
1499509179,"NO","NO",7
628386114,"YES","NO",17
742583764,"NO","NO",7
573489656,"YES","NO",81
549362610,"YES","NO",60
336597868,"NO","NO",3
1568441893,"NO","NO",1
1554940420,"NO","NO",7
313104315,"YES","NO",7
332484665,"YES","NO",33
1944601785,"YES","NO",19
162261500,"NO","NO",1
270666551,"YES","NO",69
711779088,"YES","YES",5161
260055774,"NO","NO",6
400731278,"YES","NO",192
1955746469,"NO","NO",10
777237528,"YES","YES",9069
1396916582,"NO","NO",22
1971878633,"YES","NO",30
329927662,"NO","NO",17
1519928649,"NO","NO",1
1667722014,"NO","NO",3
844568085,"NO","NO",11
828330816,"NO","NO",138
629332685,"NO","NO",97
1030801953,"YES","NO",76
1183505873,"YES","NO",38
2039272338,"YES","YES",812
787558259,"NO","NO",2
1553429020,"NO","NO",0
1264510406,"NO","NO",5
94731738,"YES","NO",66
274858110,"NO","NO",0
1613505944,"YES","YES",29
1243164223,"NO","NO",55
49949467,"NO","NO",8
353357632,"YES","YES",2291
2052443824,"YES","NO",22
864160276,"YES","NO",122
767131398,"NO","NO",18
371002878,"YES","YES",1404
361000243,"YES","NO",103
831407608,"NO","NO",6
1943975429,"NO","NO",14
1807473185,"YES","NO",58
226565744,"NO","NO",0
1771877338,"NO","NO",34
560582402,"YES","NO",65
1622515959,"YES","YES",701
1093440475,"YES","NO",114
1475920458,"YES","NO",10
636524930,"NO","NO",0
107945762,"YES","NO",75
1882226540,"YES","NO",147
1929056631,"NO","NO",7
601174777,"NO","NO",11
1668273929,"NO","NO",2
1448959299,"NO","NO",31
115356950,"YES","NO",36
1440614050,"YES","NO",99
909304387,"NO","NO",0
413827823,"YES","NO",529
1175158723,"NO","NO",0
593315119,"YES","YES",602
1401030494,"NO","NO",9
1562808312,"YES","NO",108
697498107,"NO","NO",15
1139249683,"YES","YES",62
1560841586,"YES","NO",28
1499596708,"YES","NO",76
1773291916,"NO","NO",9
1662523498,"YES","NO",28
419136339,"YES","YES",1530
417144144,"NO","NO",10
113485252,"NO","NO",4
1708554389,"NO","NO",1
378895671,"YES","NO",61
1348788791,"NO","NO",72
333838969,"NO","NO",15
669150779,"NO","NO",4
875892,"YES","YES",49
1204488076,"YES","YES",28
1032023943,"NO","NO",115
448186410,"NO","NO",8
612306006,"NO","NO",0
240544651,"NO","NO",3
1242392472,"YES","NO",38
1121877464,"NO","NO",76
349097297,"NO","NO",0
558422666,"NO","NO",158
1400743279,"NO","NO",8
635010792,"NO","NO",11
119627496,"NO","NO",12
1548724496,"NO","NO",14
685140705,"NO","NO",29
862366267,"NO","NO",1
868105286,"NO","NO",4
2015243382,"NO","NO",1
35236258,"NO","NO",1
1912325448,"NO","NO",206
14339236,"YES","YES",127
1057125365,"NO","NO",14
102192889,"YES","NO",243
2041308220,"YES","NO",367
1563519482,"NO","NO",9
2141540366,"NO","NO",3
307126639,"YES","NO",65
1617627716,"NO","NO",0
1541260647,"NO","NO",37
1625007467,"YES","NO",53
1964340989,"NO","NO",11
1821352253,"NO","NO",2
229904500,"NO","NO",1
389393785,"YES","NO",195
1462731217,"NO","NO",6
1275449983,"YES","NO",74
2133094907,"NO","NO",28
1522456320,"NO","NO",0
1735696872,"YES","NO",38
1887487410,"NO","NO",4
850526436,"NO","NO",1
943570151,"NO","NO",2
1497019060,"YES","NO",29
174542318,"YES","NO",24
1562738166,"YES","NO",20
1426468675,"NO","NO",12
426532365,"YES","NO",164
2132899984,"YES","NO",306
1707393719,"NO","NO",29
1221095775,"NO","NO",18
1754955557,"NO","NO",0
69962108,"YES","NO",54
950217224,"NO","NO",10
13207809,"NO","NO",57
1137000866,"NO","NO",10
527847334,"NO","NO",32
2081896228,"YES","YES",155
240089325,"YES","NO",108
502919220,"YES","YES",3266
149878856,"YES","NO",82
145722627,"NO","NO",19
842648572,"NO","NO",18
753098615,"YES","NO",175
263808326,"NO","NO",261
598096834,"YES","NO",220
2078212074,"NO","NO",18
1991284368,"NO","NO",3
1392369866,"NO","NO",6
1842979895,"NO","NO",31
1092554359,"NO","NO",50
1971953606,"NO","NO",138
1654472602,"NO","NO",16
1696414030,"NO","NO",4
816437950,"NO","NO",4
1852381642,"NO","NO",24
817407655,"NO","NO",23
1113044173,"NO","NO",4
1667043800,"YES","NO",14
1323858030,"YES","YES",232
40721659,"NO","NO",24
39845881,"NO","NO",0
1624664100,"YES","NO",28
1000566862,"NO","NO",3
1579685160,"NO","NO",0
2083196312,"NO","NO",78
1970228574,"NO","NO",3
154178270,"NO","NO",3
998363064,"NO","NO",23
1745569069,"NO","NO",0
481645051,"NO","NO",0
860888392,"YES","YES",273
57439353,"NO","NO",13
1692110043,"YES","NO",4
383080265,"YES","NO",12
1033719210,"YES","NO",11
1691764984,"YES","NO",45
199415719,"YES","YES",47
1765392687,"NO","NO",7
1222277865,"NO","NO",23
1511497441,"YES","NO",55
505506383,"NO","NO",38
303679098,"NO","NO",1
434090485,"NO","NO",5
1764461066,"NO","NO",17
44128867,"YES","YES",26
320143048,"NO","NO",19
1316776253,"NO","NO",1
1718629109,"YES","NO",28
1022646519,"NO","NO",0
1678509931,"YES","NO",99
1431537994,"NO","NO",10
1336947985,"YES","YES",39
1309117006,"NO","NO",3
1477284278,"YES","NO",52
2104025176,"NO","NO",10
292190107,"YES","NO",8
2082007058,"NO","NO",4
1352686822,"NO","NO",13
915434589,"YES","NO",20
405942181,"NO","NO",3
1295201014,"YES","NO",189
488158422,"NO","NO",0
452094542,"YES","NO",35
2027156282,"YES","NO",23
2079513103,"NO","NO",0
1178595391,"NO","NO",6
1514221143,"NO","NO",6
928059420,"NO","NO",2
138374768,"NO","NO",0
1489958171,"YES","NO",15
1139080296,"NO","NO",0
1947997528,"YES","NO",19
1009505053,"YES","NO",199
587586480,"NO","NO",14
1076652778,"NO","NO",10
1158594544,"YES","YES",31
256944983,"NO","NO",0
1367856429,"YES","NO",86
1560500002,"YES","NO",123
22574104,"NO","NO",2
617593019,"YES","NO",32
1046165144,"NO","NO",8
788994050,"NO","NO",24
398231250,"YES","NO",96
811531173,"NO","NO",12
2011251966,"YES","NO",73
1290890334,"YES","YES",445
1645268399,"YES","NO",119
1955301269,"NO","NO",35
890263919,"YES","NO",11
1929902464,"YES","YES",72
2022299077,"YES","NO",28
244352211,"YES","NO",17
75255999,"YES","YES",573
14687113,"YES","NO",31
1241437758,"YES","NO",287
918484135,"YES","NO",17
469329686,"YES","YES",1036
1020611990,"YES","NO",40
883533751,"NO","NO",3
1065360501,"NO","NO",3
1016814310,"YES","NO",39
821623188,"YES","NO",246
1836642531,"NO","NO",5
979786406,"YES","YES",57
429730225,"YES","NO",124
1341651143,"NO","NO",5
1966893533,"NO","NO",6
2050359237,"YES","NO",42
1160136764,"YES","NO",1968
1263254769,"NO","NO",28
1631832950,"YES","NO",173
476622749,"NO","NO",0
1099566297,"NO","NO",8
1815844459,"YES","YES",742
1872814272,"NO","NO",1
622602158,"NO","NO",5
1794276588,"NO","NO",11
700439755,"YES","NO",86
1926016668,"YES","YES",59
1519956576,"YES","NO",408
763968446,"NO","NO",3
1759784884,"NO","NO",1
488491774,"YES","NO",14
1962469880,"YES","YES",38
67085117,"NO","NO",3
980217220,"YES","NO",288
841752270,"NO","NO",11
950767056,"NO","NO",0
1782304819,"YES","NO",8
1491134426,"YES","NO",36
1333128057,"YES","NO",95
463776982,"NO","NO",14
1553134644,"NO","NO",7
612274539,"NO","NO",3
1473785641,"NO","NO",9
553500839,"YES","NO",233
767494631,"NO","NO",16
1381292582,"NO","NO",37
1637099943,"NO","NO",118
1435947483,"YES","NO",13
1297653123,"NO","NO",21
2140526730,"YES","YES",964
946366476,"YES","YES",207
1339079196,"NO","NO",0
1755406516,"NO","NO",0
1252059443,"YES","YES",135
1233669235,"YES","YES",73
397442217,"NO","NO",16
209362699,"YES","NO",8
647483346,"NO","NO",2
588708240,"YES","NO",485
1658654758,"NO","NO",10
285658521,"NO","NO",2
1148524347,"YES","NO",87
1088192273,"YES","YES",804
912503696,"YES","NO",319
368025192,"YES","NO",180
2073085702,"YES","NO",6
1632900449,"NO","NO",1
1499103424,"NO","NO",1
580923648,"NO","NO",1
583303192,"YES","YES",391
377007265,"NO","NO",3
1437891133,"NO","NO",24
1878988898,"YES","NO",155
910883780,"YES","NO",41
997418353,"NO","NO",5
1805729347,"NO","NO",0
21396548,"NO","NO",0
472629250,"NO","NO",4
1082826405,"YES","NO",18
1847546693,"YES","NO",24
908055266,"NO","NO",0
1757011463,"YES","YES",1298
990227259,"NO","NO",4
766835271,"NO","NO",32
215796158,"NO","NO",2
1272689367,"NO","NO",0
2125078482,"NO","NO",14
144095785,"YES","NO",42
355886538,"NO","NO",130
1733416096,"YES","NO",78
1494733788,"YES","NO",530
218820360,"YES","NO",58
659257952,"YES","YES",20
764108042,"YES","NO",81
354801344,"YES","NO",23
264839462,"NO","NO",19
1789495329,"NO","NO",1
1207077220,"NO","NO",6
1717241011,"NO","NO",3
639540248,"YES","YES",522
141203616,"NO","NO",15
1731956288,"YES","YES",34
460990709,"NO","NO",4
74528681,"NO","NO",4
26104341,"YES","NO",148
1934091293,"YES","NO",135
1714601361,"NO","NO",1
337135104,"YES","YES",141
1257133379,"NO","NO",6
1225572646,"NO","NO",0
1818163670,"YES","YES",10
881410597,"YES","NO",252
1995908361,"NO","NO",18
1544271835,"NO","NO",0
1106995189,"YES","NO",53
296197948,"YES","NO",42
148071908,"NO","NO",13
1929921211,"YES","NO",13
485640440,"NO","NO",0
889235677,"NO","NO",43
594284987,"YES","NO",103
468541620,"NO","NO",2
1810444951,"NO","NO",0
841099418,"NO","NO",4
1414891272,"NO","NO",0
1794421034,"YES","NO",149
662189161,"NO","NO",1
1358672488,"NO","NO",12
1072973203,"NO","NO",0
261377581,"YES","NO",328
392603617,"YES","NO",64
1031125022,"NO","NO",214
1663636524,"NO","NO",4
1588416324,"NO","NO",0
1617185059,"NO","NO",50
184059840,"YES","YES",216
779765636,"YES","NO",131
1251471984,"YES","NO",48
